geometry,score,showroom_score
POINT (718565.0020715444 3146449.2900104844),-4,-6
POINT (718565.0020715444 3146699.2900104844),-4,-6
POINT (718565.0020715444 3146949.2900104844),2,10
POINT (718565.0020715444 3147199.2900104844),7,10
POINT (718565.0020715444 3147449.2900104844),2,10
POINT (718565.0020715444 3147699.2900104844),-4,-6
POINT (718565.0020715444 3147949.2900104844),2,10
POINT (718565.0020715444 3148199.2900104844),-4,-1
POINT (718565.0020715444 3148449.2900104844),-10,-10
POINT (718565.0020715444 3148699.2900104844),-10,-10
POINT (718565.0020715444 3148949.2900104844),-10,-10
POINT (718565.0020715444 3149199.2900104844),-10,-10
POINT (718565.0020715444 3149449.2900104844),-10,-10
POINT (718565.0020715444 3149699.2900104844),-4,-1
POINT (718565.0020715444 3150199.2900104844),-4,6
POINT (718565.0020715444 3150449.2900104844),-4,6
POINT (718565.0020715444 3150699.2900104844),-4,6
POINT (718565.0020715444 3150949.2900104844),-4,6
POINT (718565.0020715444 3151199.2900104844),-4,6
POINT (718565.0020715444 3151449.2900104844),-4,6
POINT (718565.0020715444 3151699.2900104844),-4,6
POINT (718565.0020715444 3151949.2900104844),-4,-1
POINT (718565.0020715444 3152199.2900104844),-4,6
POINT (718565.0020715444 3152449.2900104844),-10,-10
POINT (718565.0020715444 3152699.2900104844),-4,6
POINT (718565.0020715444 3152949.2900104844),-18,-18
POINT (718565.0020715444 3153199.2900104844),-4,6
POINT (718565.0020715444 3153449.2900104844),-4,6
POINT (718565.0020715444 3153699.2900104844),1,6
POINT (718565.0020715444 3153949.2900104844),11,16
POINT (718565.0020715444 3154199.2900104844),11,16
POINT (718565.0020715444 3154449.2900104844),11,16
POINT (718565.0020715444 3154699.2900104844),11,16
POINT (718565.0020715444 3154949.2900104844),11,16
POINT (718565.0020715444 3155199.2900104844),11,16
POINT (718565.0020715444 3155449.2900104844),11,16
POINT (718565.0020715444 3155699.2900104844),11,16
POINT (718565.0020715444 3155949.2900104844),11,16
POINT (718565.0020715444 3156199.2900104844),11,19
POINT (718565.0020715444 3156449.2900104844),11,16
POINT (718565.0020715444 3156699.2900104844),11,16
POINT (718565.0020715444 3156949.2900104844),11,16
POINT (718565.0020715444 3157199.2900104844),11,16
POINT (718565.0020715444 3157449.2900104844),-3,20
POINT (718565.0020715444 3157699.2900104844),2,20
POINT (718565.0020715444 3157949.2900104844),7,10
POINT (718815.0020715444 3146199.2900104844),-4,-6
POINT (718815.0020715444 3146449.2900104844),-4,-6
POINT (718815.0020715444 3146699.2900104844),-4,-6
POINT (718815.0020715444 3146949.2900104844),-4,-6
POINT (718815.0020715444 3147199.2900104844),-4,-6
POINT (718815.0020715444 3147449.2900104844),-4,-6
POINT (718815.0020715444 3147699.2900104844),-4,-6
POINT (718815.0020715444 3147949.2900104844),-10,-10
POINT (718815.0020715444 3148199.2900104844),-4,6
POINT (718815.0020715444 3148449.2900104844),-10,-10
POINT (718815.0020715444 3148699.2900104844),-10,-10
POINT (718815.0020715444 3148949.2900104844),-10,-10
POINT (718815.0020715444 3149199.2900104844),-10,-10
POINT (718815.0020715444 3149449.2900104844),-10,-10
POINT (718815.0020715444 3151449.2900104844),-10,-10
POINT (718815.0020715444 3151699.2900104844),-10,-10
POINT (718815.0020715444 3151949.2900104844),-10,-10
POINT (718815.0020715444 3152199.2900104844),-10,-10
POINT (718815.0020715444 3152449.2900104844),-10,-10
POINT (718815.0020715444 3152699.2900104844),-4,6
POINT (718815.0020715444 3152949.2900104844),-10,-10
POINT (718815.0020715444 3153199.2900104844),-10,-10
POINT (718815.0020715444 3153449.2900104844),-10,-10
POINT (718815.0020715444 3153699.2900104844),-4,6
POINT (718815.0020715444 3153949.2900104844),11,16
POINT (718815.0020715444 3154199.2900104844),11,16
POINT (718815.0020715444 3154449.2900104844),11,16
POINT (718815.0020715444 3154699.2900104844),11,16
POINT (718815.0020715444 3154949.2900104844),11,16
POINT (718815.0020715444 3155199.2900104844),11,16
POINT (718815.0020715444 3155449.2900104844),11,16
POINT (718815.0020715444 3155699.2900104844),11,16
POINT (718815.0020715444 3155949.2900104844),11,16
POINT (718815.0020715444 3156199.2900104844),11,19
POINT (718815.0020715444 3156449.2900104844),11,16
POINT (718815.0020715444 3156699.2900104844),11,16
POINT (718815.0020715444 3156949.2900104844),11,16
POINT (718815.0020715444 3157199.2900104844),11,16
POINT (718815.0020715444 3157449.2900104844),3,22
POINT (718815.0020715444 3157699.2900104844),2,10
POINT (718815.0020715444 3157949.2900104844),-4,-6
POINT (719065.0020715444 3146449.2900104844),-4,-6
POINT (719065.0020715444 3146699.2900104844),-4,-6
POINT (719065.0020715444 3146949.2900104844),-4,-6
POINT (719065.0020715444 3147199.2900104844),-4,-6
POINT (719065.0020715444 3147449.2900104844),-4,-6
POINT (719065.0020715444 3147699.2900104844),-10,-10
POINT (719065.0020715444 3147949.2900104844),-10,-10
POINT (719065.0020715444 3148199.2900104844),-18,-18
POINT (719065.0020715444 3148449.2900104844),-4,6
POINT (719065.0020715444 3148699.2900104844),-10,-10
POINT (719065.0020715444 3148949.2900104844),-10,-10
POINT (719065.0020715444 3149199.2900104844),-10,-10
POINT (719065.0020715444 3149449.2900104844),-10,-10
POINT (719065.0020715444 3149699.2900104844),-10,-10
POINT (719065.0020715444 3151699.2900104844),-10,-10
POINT (719065.0020715444 3151949.2900104844),-10,-10
POINT (719065.0020715444 3152199.2900104844),-10,-10
POINT (719065.0020715444 3152449.2900104844),-10,-10
POINT (719065.0020715444 3152699.2900104844),-10,-10
POINT (719065.0020715444 3152949.2900104844),-4,-1
POINT (719065.0020715444 3153199.2900104844),-4,6
POINT (719065.0020715444 3153449.2900104844),-10,-10
POINT (719065.0020715444 3153699.2900104844),-4,6
POINT (719065.0020715444 3153949.2900104844),1,6
POINT (719065.0020715444 3154199.2900104844),11,16
POINT (719065.0020715444 3154449.2900104844),11,16
POINT (719065.0020715444 3154699.2900104844),11,16
POINT (719065.0020715444 3154949.2900104844),11,16
POINT (719065.0020715444 3155199.2900104844),11,16
POINT (719065.0020715444 3155449.2900104844),11,16
POINT (719065.0020715444 3155699.2900104844),11,16
POINT (719065.0020715444 3155949.2900104844),11,19
POINT (719065.0020715444 3156199.2900104844),11,19
POINT (719065.0020715444 3156449.2900104844),11,16
POINT (719065.0020715444 3156699.2900104844),11,16
POINT (719065.0020715444 3156949.2900104844),11,16
POINT (719065.0020715444 3157199.2900104844),11,16
POINT (719065.0020715444 3157449.2900104844),11,16
POINT (719065.0020715444 3157699.2900104844),-4,-1
POINT (719315.0020715444 3146699.2900104844),-10,-10
POINT (719315.0020715444 3146949.2900104844),-10,-10
POINT (719315.0020715444 3147199.2900104844),-10,-10
POINT (719315.0020715444 3147449.2900104844),-10,-10
POINT (719315.0020715444 3147699.2900104844),-10,-10
POINT (719315.0020715444 3147949.2900104844),-10,-10
POINT (719315.0020715444 3148199.2900104844),-18,-18
POINT (719315.0020715444 3148449.2900104844),-4,6
POINT (719315.0020715444 3148699.2900104844),-10,-10
POINT (719315.0020715444 3148949.2900104844),-10,-10
POINT (719315.0020715444 3149199.2900104844),-10,-10
POINT (719315.0020715444 3149449.2900104844),-10,-10
POINT (719315.0020715444 3149699.2900104844),-10,-10
POINT (719315.0020715444 3151949.2900104844),-10,-10
POINT (719315.0020715444 3152199.2900104844),-10,-10
POINT (719315.0020715444 3152449.2900104844),-10,-10
POINT (719315.0020715444 3152699.2900104844),-10,-10
POINT (719315.0020715444 3152949.2900104844),-10,-10
POINT (719315.0020715444 3153199.2900104844),-4,6
POINT (719315.0020715444 3153449.2900104844),-4,6
POINT (719315.0020715444 3153699.2900104844),-4,-1
POINT (719315.0020715444 3153949.2900104844),1,6
POINT (719315.0020715444 3154199.2900104844),11,16
POINT (719315.0020715444 3154449.2900104844),11,16
POINT (719315.0020715444 3154699.2900104844),11,16
POINT (719315.0020715444 3154949.2900104844),11,16
POINT (719315.0020715444 3155199.2900104844),11,16
POINT (719315.0020715444 3155449.2900104844),11,16
POINT (719315.0020715444 3155699.2900104844),11,16
POINT (719315.0020715444 3155949.2900104844),4,28
POINT (719315.0020715444 3156199.2900104844),11,16
POINT (719315.0020715444 3156449.2900104844),11,16
POINT (719315.0020715444 3156699.2900104844),11,16
POINT (719315.0020715444 3156949.2900104844),11,16
POINT (719315.0020715444 3157199.2900104844),11,16
POINT (719315.0020715444 3157449.2900104844),1,6
POINT (719315.0020715444 3157699.2900104844),-10,-10
POINT (719565.0020715444 3146699.2900104844),-5,-10
POINT (719565.0020715444 3146949.2900104844),-5,-10
POINT (719565.0020715444 3147199.2900104844),-10,-10
POINT (719565.0020715444 3147449.2900104844),-10,-10
POINT (719565.0020715444 3147699.2900104844),-10,-10
POINT (719565.0020715444 3147949.2900104844),-10,-10
POINT (719565.0020715444 3148199.2900104844),-18,-18
POINT (719565.0020715444 3148449.2900104844),-4,6
POINT (719565.0020715444 3148699.2900104844),-10,-10
POINT (719565.0020715444 3148949.2900104844),-10,-10
POINT (719565.0020715444 3149199.2900104844),-10,-10
POINT (719565.0020715444 3149449.2900104844),-10,-10
POINT (719565.0020715444 3152199.2900104844),-5,-10
POINT (719565.0020715444 3152449.2900104844),-10,-10
POINT (719565.0020715444 3152699.2900104844),-10,-10
POINT (719565.0020715444 3152949.2900104844),-10,-10
POINT (719565.0020715444 3153199.2900104844),-4,6
POINT (719565.0020715444 3153449.2900104844),-4,6
POINT (719565.0020715444 3153699.2900104844),1,6
POINT (719565.0020715444 3153949.2900104844),11,16
POINT (719565.0020715444 3154199.2900104844),11,16
POINT (719565.0020715444 3154449.2900104844),11,16
POINT (719565.0020715444 3156449.2900104844),1,6
POINT (719565.0020715444 3156699.2900104844),1,6
POINT (719565.0020715444 3156949.2900104844),1,6
POINT (719565.0020715444 3157199.2900104844),1,6
POINT (719565.0020715444 3157449.2900104844),-10,-10
POINT (719815.0020715444 3147449.2900104844),-10,-10
POINT (719815.0020715444 3147699.2900104844),-10,-10
POINT (719815.0020715444 3147949.2900104844),-10,-10
POINT (719815.0020715444 3148199.2900104844),-18,-18
POINT (719815.0020715444 3148449.2900104844),-10,-10
POINT (719815.0020715444 3148699.2900104844),-4,6
POINT (719815.0020715444 3148949.2900104844),-4,6
POINT (719815.0020715444 3149199.2900104844),-10,-10
POINT (719815.0020715444 3152199.2900104844),5,0
POINT (719815.0020715444 3152449.2900104844),-10,-10
POINT (719815.0020715444 3152699.2900104844),-10,-10
POINT (719815.0020715444 3152949.2900104844),-10,-10
POINT (719815.0020715444 3153199.2900104844),-4,6
POINT (719815.0020715444 3153449.2900104844),-4,6
POINT (719815.0020715444 3153699.2900104844),11,16
